,Water_System_Number,Water_System_Name,County,City,Zip,Serverd_Populatiion,Service_Connections,Chemical_Detected_2013-2019,Chemical_Detected_Above_MCL_2013-2019,Chemical_Lead,Lead_Sample_Count_2018,Chemical_Arsenic,Arsenic_Sample_Count_2018,Chemical_Iron,Iron_Sample_Count_2018
459,1000426,RIVERBEND MOBILE HOME & RV PARK,FRESNO,GRANITE BAY,95746,400,46.0,12,6.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
460,1000430,COUNTRY VIEW ALZHEIMER CENTER,FRESNO,FRESNO,93706,125,1.0,16,6.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
461,1000435,OAK KNOLLS TRAILER PARK,FRESNO,SANGER,93657,25,19.0,9,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
462,1000439,SOMMERVILLE ALMOND TREE OWNERS ASSN,FRESNO,KLAMATH FALLS,97601,500,4.0,9,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
463,1000440,HMC GROUP COLD STORAGE,FRESNO,KINGSBURG,93631,150,1.0,6,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
464,1000442,CHERRY AUCTION,FRESNO,FRESNO,93706,7000,8.0,6,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
465,1000443,BLUFF POINTE GOLF COURSE,FRESNO,FRESNO,93727,200,1.0,2,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
466,1000445,LINDA VISTA FARMS,FRESNO,RIVERDALE,93656,63,17.0,10,6.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
467,1000447,E&J GALLO WINERY,FRESNO,FRESNO,93727,205,1.0,31,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
468,1000452,RAY MOLES FARMS (MARKS AVE),FRESNO,FRESNO,93706,90,1.0,11,11.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
469,1000453,JOHNNY QUIK STORE #149,FRESNO,FRESNO,93727,75,7.0,5,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
470,1000454,VIKING RV PARK,FRESNO,KINGSBURG,93631,104,50.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
471,1000457,CHURCH OF THE REDEEMER,FRESNO,SELMA,93662,150,1.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
472,1000459,ROAD RUNNER FOOD AND FUEL,FRESNO,CUTLER,93615,300,1.0,150,20.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
473,1000460,BELMONT TEMPERANCE PROPERTY WATER SYSTEM,FRESNO,CLOVIS,93611,27,2.0,18,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
474,1000461,CARGILL MEAT SOLUTIONS CORPORATION,FRESNO,FRESNO,93706,1100,4.0,47,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
475,1000462,FOUR BAR C FARMS,FRESNO,FRESNO,93706,40,5.0,2,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
476,1000465,BATTH DEHYDRATOR,FRESNO,CARUTHERS,93609,200,1.0,88,18.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
477,1000467,USA WASTE OF CALIFORNIA,FRESNO,FRESNO,93725,50,4.0,6,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
478,1000468,CARUTHERS RAISIN PACKING CO,FRESNO,CARUTHERS,93609,150,9.0,20,4.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
479,1000469,LION RAISINS EMPLOYEE LABOR CAMP,FRESNO,SELMA,93662,35,1.0,6,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
480,1000472,PG&E HELMS SUPPORT FACILITY,FRESNO,AUBERRY,93602,40,1.0,85,56.0,Lead (Pb),0.0,Arsenic,6.0,Iron (Fe),0.0
481,1000473,BELMONT COUNTRY CLUB,FRESNO,FRESNO,93737,150,1.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
482,1000474,BEAR MOUNTAIN LIBRARY/ACT CNTR,FRESNO,FRESNO,93721,50,1.0,6,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
483,1000476,FOOTHILL ELEMENTARY SCHOOL,FRESNO,TOLLHOUSE,93667,900,12.0,10,4.0,Lead (Pb),1.0,Arsenic,0.0,Iron (Fe),0.0
484,1000479,FRANZIA WINERY-SANGER,FRESNO,CUTLER,93615,39,2.0,106,6.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
485,1000480,FOWLER PACKING COMPANY,FRESNO,FRESNO,93725,470,5.0,43,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
486,1000482,WOLF LAKES PARK,FRESNO,SANGER,93657,150,5.0,6,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
487,1000483,RIVER RANCH RAISINS,FRESNO,RENO,89519,40,1.0,9,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
488,1000484,FCSA #34/ MILLERTON NEW TOWN,FRESNO,FRESNO,93722,722,1.0,26,11.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
489,1000485,TESSENDERLO KERLEY INC,FRESNO,FRESNO,93725,70,2.0,158,12.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
490,1000486,LION RAISINS PACKING COMPANY,FRESNO,SELMA,93662,80,3.0,15,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
491,1000488,DANTE CLUB OF FRESNO,FRESNO,FRESNO,93722,240,1.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
492,1000490,LOS GATOS TOMATO PRODUCTS,FRESNO,HURON,93234-0429,200,1.0,4,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
493,1000492,TABERNACLE OF PRAISE CHURCH,FRESNO,SANGER,93657,30,5.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
494,1000495,GODS FAMILY CHURCH,FRESNO,FRESNO,93722,586,1.0,5,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
495,1000496,COPPER RIVER COUNTRY CLUB,FRESNO,FRESNO,93729,125,1.0,5,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
496,1000497,OAK VIEW TERRACE,FRESNO,CLOVIS,93619,25,9.0,4,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
497,1000501,TOLLHOUSE MARKET,FRESNO,CLOVIS,93619,37,8.0,7,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
498,1000502,ST JUDE CATHOLIC CHURCH,FRESNO,FRESNO,93706,99,3.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
499,1000507,GILLETTE CITRUS COMPANY,FRESNO,DINUBA,93618,74,5.0,40,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
500,1000508,SIERRA LUTHERAN CHURCH,FRESNO,AUBERRY,93602,25,1.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
501,1000511,THE WORSHIP CENTER EASTON,FRESNO,FOWLER,93625,80,1.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
502,1000513,KINGDOM HALL OF JEHOVAH S WITNESSES,FRESNO,FRESNO,93722,100,2.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
503,1000514,KINGS RIVER PACKING,FRESNO,SANGER,93657,350,1.0,8,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
504,1000515,MICHELSEN PACKAGING,FRESNO,FRESNO,93706,25,1.0,12,5.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
505,1000517,BLOSSOM TRAIL CAFE,FRESNO,SANGER,93657,78,1.0,8,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
506,1000519,INFANT JESUS OF PRAGUE CHURCH,FRESNO,PRATHER,93651,75,1.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
507,1000520,"JOSAN AND JOSAN, INC.",FRESNO,SELMA,93662,402,2.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
508,1000524,AUBERRY SEVENTH DAY ADVENTIST CHURCH,FRESNO,PRATHER,93651,30,1.0,5,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
509,1000525,SIERRA ENDANGERED CAT HAVEN,FRESNO,DUNLAP,93621,25,1.0,4,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
510,1000526,HARRIS RANCH BEEF CO,FRESNO,COALINGA,93210,25,2.0,11,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
511,1000528,BEAR MOUNTAIN PIZZA,FRESNO,SQUAW VALLEY,93675,47,1.0,4,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
512,1000529,NEW HOPE COMMUNITY CHURCH,FRESNO,CLOVIS,93611,204,4.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
513,1000533,"THREE CROWNS INDUSTRIAL PARK, INC.",FRESNO,FRESNO,93725,25,24.0,22,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
514,1000534,CHOOLJIAN BROS PACKING CO,FRESNO,SANGER,93657,30,1.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
515,1000540,"BHANDAL, INC",FRESNO,SELMA,93662,25,1.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
516,1000542,USED PALLET COMPANY,FRESNO,FRESNO,93725,60,1.0,4,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
517,1000544,SHOP-N-QUICK #2,FRESNO,FRESNO,93706,25,1.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
518,1000545,SELMA EXXON TIGER MART,FRESNO,KINGSBURG,93631,203,1.0,4,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
519,1000546,FCSA #49/ FIVE POINTS,FRESNO,FRESNO,93722,134,6.0,26,8.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
520,1000548,PG&E AUBERRY SERVICE CENTER,FRESNO,AUBERRY,93602,25,1.0,8,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
521,1000550,FCSA #44D/MONTE VERDI,FRESNO,FRESNO,93722,344,123.0,19,6.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
522,1000551,FCSA #43/RAISIN CITY,FRESNO,FRESNO,93722,190,1.0,24,6.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
523,1000552,FRESNO SOUTH JEHOVAH WITNESSES,FRESNO,FRESNO,93725,170,1.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
524,1000553,TRINITY PRESBYTERIAN CHURCH,FRESNO,CLOVIS,93619,450,3.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
525,1000554,FCSA #10A/MANSIONETTE ESTATES,FRESNO,FRESNO,93722,81,29.0,37,8.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
526,1000555,FCSA #44C/RIVERVIEW ESTATES,FRESNO,FRESNO,93722,34,12.0,29,6.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
527,1000557,HOLLAND PARK WEST,FRESNO,FRESNO,93723,200,3.0,7,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
528,1000560,CENTRAL CA ALMOND GROWERS ASSN,FRESNO,KERMAN,93630,40,7.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
529,1000562,SOUTHWEST TRANSPORTATION AGENCY,FRESNO,CARUTHERS,93609,25,1.0,6,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
530,1000564,WONDERFUL PISTACHIOS & ALMONDS-EL DORADO,FRESNO,LOST HILLS,93249,86,2.0,6,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
531,1000565,USDA AGRICULTURAL RESEARCH SERVICE,FRESNO,PARLIER,93648,130,1.0,13,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
532,1000566,FOSTER FARMS - CEDAR HATCHERY,FRESNO,LIVINGSTON,95334,35,5.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
533,1000568,GURDWARA GUR NANAK PARKASH - FRESNO,FRESNO,FRESNO,93725,150,1.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
534,1000569,HIGH SIERRA CAMP,FRESNO,MEMPHIS,38120,25,1.0,2,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
535,1000570,JUVENILE JUSTICE CAMPUS,FRESNO,FRESNO,93722,400,15.0,26,9.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
536,1000571,GRANDE HALL AT THE GARDENS,FRESNO,FRESNO,93722,302,2.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
537,1000573,MOUNTAIN VALLEY COMMUNITY CHURCH,FRESNO,SQUAW VALLEY,93675,150,2.0,4,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
538,1000575,POINDEXTER NUT COMPANY,FRESNO,SELMA,93662,50,6.0,8,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
539,1000576,LONE STAR DEHYDRATOR,FRESNO,SANGER,93657,175,2.0,8,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
540,1000577,DUNLAP LEADERSHIP ACADEMY,FRESNO,REEDLEY,93654,78,1.0,16,4.0,Lead (Pb),0.0,Arsenic,1.0,Iron (Fe),0.0
541,1000578,WEST TECH INDUSTRIAL PARK,FRESNO,KINGSBURG,93631,42,16.0,7,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
542,1000579,OAK KNOLL PROFESSIONAL CTR,FRESNO,HOLLISTER,95023,25,4.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
543,1000580,CAMPOS BROS. FARMS,FRESNO,CARUTHERS,93609,150,1.0,52,24.0,Lead (Pb),0.0,Arsenic,3.0,Iron (Fe),0.0
544,1000583,SEQUOIA BIBLE FELLOWSHIP,FRESNO,SQUAW VALLEY,93675,175,1.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
545,1000584,TRUE ORGANIC PRODUCTS,FRESNO,SPRECKLES,93962,40,1.0,33,25.0,Lead (Pb),0.0,Arsenic,4.0,Iron (Fe),0.0
546,1000585,MURRIETA/HERNANDEZ FARMS,FRESNO,KERMAN,93630,29,10.0,27,6.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
547,1000586,SJRP COKE HALLOWELL CENTER,FRESNO,FRESNO,93730,39,3.0,2,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
548,1000587,THE POINT AT SHAVER LAKE,FRESNO,COALINGA,93210,28,11.0,3,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
549,1000588,PANOCHE RANCH - FRANK LOGOLUSO FARMS,FRESNO,MADERA,93637,300,4.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
550,1000589,AUBERRY BRANCH LIBRARY,FRESNO,FRESNO,93721,100,1.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
551,1000590,FCOE SCOUT ISLAND,FRESNO,FRESNO,93721,104,1.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
552,1000591,SUMNER PECK RANCH WINERY & FRUIT STAND,FRESNO,FRIANT,93626,100,2.0,6,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
553,1000592,SHANT BHAVAN PUNJABI FUNERAL HOME,FRESNO,VISALIA,93291,250,1.0,68,11.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
554,1000593,VIE-DEL COMPANY,FRESNO,FRESNO,93745,60,2.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
555,1000596,SCE MID CANYON MACHINE SHOP,FRESNO,BIG CREEK,93605,28,1.0,1,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
556,1000600,CANYON FEED & SUPPLY,FRESNO,CLOVIS,93611,25,3.0,3,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
557,1000601,SCHOOL HOUSE RESTAURANT AND TAVERN,FRESNO,REEDLEY,93654,252,1.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
558,1000602,BAKER COMMODITIES INC.,FRESNO,KERMAN,93630,60,6.0,38,30.0,Lead (Pb),0.0,Arsenic,4.0,Iron (Fe),0.0
559,1000607,BLACKBURN FAMILY IRREVOCABLE TRUST,FRESNO,LOS BANOS,93635,83,3.0,8,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
560,1000608,GERAWAN FRUIT PACKING,FRESNO,REEDLEY,93654,298,1.0,64,11.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
561,1000609,AUBERRY LDS CHURCH,FRESNO,RICHMOND,94804-6403,192,1.0,5,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
562,1000611,KEN'S CLOTHING AND GIFTS,FRESNO,FRESNO,93711,45,2.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
563,1000614,QUAIL LAKE COMMUNITY CHURCH,FRESNO,SANGER,93657,125,1.0,5,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
564,1000616,NEW LIFE COMMUNITY CHURCH,FRESNO,FRESNO,93706,0,1.0,1,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
565,1000620,DOLLAR GENERAL STORE  #15320,FRESNO,GOODLETTSVILLE,37072,250,1.0,2,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
566,1000621,POWELL'S PROPERTIES,FRESNO,SHAVER LAKE,93664,156,3.0,3,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
567,1000625,DINO MART 1,FRESNO,HANFORD,93230,25,4.0,4,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
568,1000626,EASTON BRANCH LIBRARY,FRESNO,FRESNO,93721,25,1.0,1,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
569,1000627,ZONNEVELD DAIRY - CERINI,FRESNO,LATON,93242,48,17.0,46,35.0,Lead (Pb),0.0,Arsenic,4.0,Iron (Fe),0.0
570,1000629,KINGS RIVER WINERY,FRESNO,SANGER,93657,50,2.0,1,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
571,1000630,MORAVIA WINES,FRESNO,FRESNO,93723,50,2.0,1,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
572,1000632,VULCAN MATERIALS COMPANY - FRIANT,FRESNO,GLENDALE,91203,31,1.0,6,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
573,1000634,SUPER DRIVE IN,FRESNO,LATON,93242,50,1.0,2,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
574,1000635,SELMA QUICK STOP,FRESNO,SELMA,93662,50,1.0,1,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
575,1000637,JEHOVAH'S WITNESSES CHURCH,FRESNO,REEDLEY,93654,275,1.0,1,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
576,1000639,CALWEST RAIN - KERMAN,FRESNO,KERMAN,93630,90,1.0,7,4.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),1.0
577,1000641,LARRY A SHEHADEY DAIRY,FRESNO,FRESNO,93715,95,2.0,4,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
578,1000644,IMMANUEL SPORTS COMPLEX,FRESNO,REEDLEY,93654,25,1.0,2,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
579,1009006,PAPPAS & CO (COALINGA),FRESNO,FRESNO,93711,18,1.0,13,7.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
580,1009020,FIVE POINTS RANCH,FRESNO,FIVE POINTS,93624,100,32.0,12,8.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
581,1009023,BRITZ/COLUSA,FRESNO,FRESNO,93790,85,2.0,34,18.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
582,1009027,HARRIS FARMS HEADQUARTERS,FRESNO,COALINGA,93210,300,5.0,15,7.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
583,1009028,HARRIS FARMS SOUTH #101-144,FRESNO,COALINGA,93210,160,40.0,13,7.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
584,1009035,PILIBOS BROTHERS RANCH,FRESNO,MENDOTA,93640,25,15.0,8,4.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
585,1009039,PAPPAS & CO (MENDOTA),FRESNO,FRESNO,93711,25,12.0,15,9.0,Lead (Pb),1.0,Arsenic,0.0,Iron (Fe),1.0
586,1009051,"CANTUA CREEK VINEYARDS, IV, LLC.",FRESNO,CERES,95307,50,15.0,25,24.0,Lead (Pb),0.0,Arsenic,4.0,Iron (Fe),0.0
587,1009078,HARRIS FEEDING COMPANY,FRESNO,COALINGA,93210,225,3.0,34,16.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),2.0
588,1009091,"OLAM SPICES AND VEGETABLES, INC.",FRESNO,FIREBAUGH,95340,275,1.0,105,76.0,Lead (Pb),0.0,Arsenic,10.0,Iron (Fe),1.0
589,1009111,SCE/BIG CREEK POWERHOUSE #1,FRESNO,BIG CREEK,93605,126,4.0,9,8.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
590,1009120,RAU DAIRY,FRESNO,CARUTHERS,93609,90,23.0,40,8.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
591,1009131,COIT RANCH CORPORATION,FRESNO,MENDOTA,93640,25,8.0,10,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
592,1009147,FARMING D,FRESNO,FIVE POINTS,93624,110,9.0,15,9.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
593,1009172,VAQUERO FARMS,FRESNO,FIREBAUGH,93622,70,17.0,20,8.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
594,1009179,BRITZ/FIVE POINT SYSTEM,FRESNO,FRESNO,93790,76,10.0,14,8.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
595,1009214,WESTSIDE HARVESTING,FRESNO,CANTUA CREEK,93608,25,24.0,13,9.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
596,1009222,TERRA LINDA FARMS,FRESNO,RIVERDALE,93656,40,11.0,17,9.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),1.0
597,1009232,SUMNER PECK RANCH,FRESNO,EL NIDO,95317,42,19.0,14,9.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
598,1009258,SAN ANDREAS FARMS,FRESNO, ,,50,7.0,15,9.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
599,1009281,HAMMONDS RANCH,FRESNO,FIREBAUGH,93622,50,16.0,18,9.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
600,1010001,BAKMAN WATER COMPANY,FRESNO,FRESNO,93747,16756,2505.0,472,46.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),2.0
601,1010003,CITY OF CLOVIS,FRESNO,CLOVIS,93611,114650,32571.0,722,255.0,Lead (Pb),1.0,Arsenic,0.0,Iron (Fe),2.0
602,1010004,COALINGA-CITY,FRESNO,SAN JUAN CAPISTRANO,92675,16791,14.0,111,72.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
603,1010005,FIREBAUGH CITY,FRESNO,FIREBAUGH,93622,7619,159.0,1726,376.0,Lead (Pb),0.0,Arsenic,12.0,Iron (Fe),26.0
604,1010006,CITY OF FOWLER,FRESNO,LEMOORE,93246,5801,1784.0,29,13.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
605,1010007,CITY OF FRESNO,FRESNO,FRESNO,93703,537659,134136.0,20433,2301.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
606,1010013,"HUME LAKE CHRISTIAN CAMPS, INC",FRESNO,HUME,93628,2732,3.0,95,81.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),2.0
607,1010017,FCWWD #41/SHAVER LAKE,FRESNO,FRESNO,93722,3079,933.0,2436,846.0,Lead (Pb),63.0,Arsenic,0.0,Iron (Fe),54.0
608,1010018,"KERMAN, CITY OF",FRESNO,KERMAN,93630,14349,69.0,67,13.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),1.0
609,1010019,"KINGSBURG, CITY OF",FRESNO,KINGSBURG,93631,11504,3704.0,64,21.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
610,1010021,"MENDOTA, CITY OF",FRESNO,PARLIER,93648,11104,1911.0,188,26.0,Lead (Pb),2.0,Arsenic,0.0,Iron (Fe),2.0
611,1010023,CITY OF ORANGE COVE,FRESNO,ORANGE COVE,93646,9780,117.0,32,14.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
612,1010024,CWS - SELMA,FRESNO,SAN JOSE,95112-4508,25501,6200.0,95,32.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
613,1010025,CITY OF PARLIER,FRESNO,PARLIER,93648,15250,2580.0,35,14.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
614,1010026,PINEDALE COUNTY WATER DISTRICT,FRESNO,PINEDALE,93650,16735,2119.0,192,51.0,Lead (Pb),3.0,Arsenic,0.0,Iron (Fe),0.0
615,1010027,"REEDLEY, CITY OF",FRESNO,REEDLEY,93654,24842,67.0,55,15.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
616,1010028,RIVERDALE PUBLIC UTILITY DISTRICT,FRESNO,RIVERDALE,93656,3145,7.0,56,40.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
617,1010029,CITY OF SANGER,FRESNO,SANGER,93657,25664,6210.0,1338,36.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
618,1010030,TRANQUILLITY IRRIGATION DISTRICT,FRESNO,TRANQUILLITY,93668,897,7.0,102,72.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),6.0
619,1010034,"SAN JOAQUIN, CITY OF",FRESNO,SAN JOAQUIN,93660,4060,730.0,270,94.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),10.0
